driver_id,race_id,lap_number,reaction_time,braking_points,acceleration_points,cornering_speed,overall_performance_rating
12,33,60,0.78,18,14,117.97,3.62
12,33,61,0.17,15,3,105.94,6.49
12,33,62,0.93,10,3,142.25,1.47
12,33,63,0.28,10,16,96.18,1.2
12,33,64,0.51,7,5,128.35,9.66
12,33,65,0.94,5,11,127.62,9.13
12,33,66,0.73,13,2,60.26,4.28
12,33,67,0.29,16,1,73.56,1.47
12,33,68,0.93,3,7,57.12,1.97
12,33,69,0.25,19,9,113.59,8.82
12,33,70,0.5,1,11,85.36,6.29
13,33,1,0.99,13,14,87.27,5.05
13,33,2,0.45,20,10,58.27,4.06
13,33,3,0.84,6,6,96.58,9.19
13,33,4,0.92,14,10,74.41,5.41
13,33,5,0.21,17,20,122.84,3.41
13,33,6,0.25,6,20,135.91,7.29
13,33,7,0.66,19,7,105.87,1.98
13,33,8,0.71,2,8,68.67,5.42
13,33,9,0.74,9,2,107.06,5.93
13,33,10,0.57,3,8,93.07,6.92
13,33,11,0.99,10,12,143.54,1.62
13,33,12,0.69,1,11,104.68,7.04
13,33,13,0.6,14,20,75.54,8.34
13,33,14,0.96,18,10,132.55,5.4
13,33,15,0.86,13,10,100.5,4.99
13,33,16,0.86,13,12,120.46,9.32
13,33,17,0.84,1,13,146.14,3.24
13,33,18,0.52,7,20,115.34,6.11
13,33,19,0.42,1,19,129.04,1.81
13,33,20,0.65,2,15,125.25,7.48
13,33,21,0.41,5,3,51.54,4.76
13,33,22,0.9,13,12,149.57,4.87
13,33,23,0.76,6,14,69.54,9.17
13,33,24,0.3,2,11,127.49,4.02
13,33,25,0.91,13,15,143.81,7.54
13,33,26,0.81,16,12,55.96,3.49
13,33,27,0.38,12,15,92.73,1.97
13,33,28,0.92,11,15,71.05,4.88
13,33,29,0.45,14,8,118.49,7.28
13,33,30,0.75,17,4,80.18,5.68
13,33,31,0.35,19,1,64.0,3.26
13,33,32,1.0,4,6,92.8,7.67
13,33,33,0.58,19,1,122.31,5.55
13,33,34,0.36,10,19,105.88,5.03
13,33,35,0.64,8,11,121.58,7.7
13,33,36,0.75,15,17,54.75,9.91
13,33,37,0.48,19,2,80.0,2.91
13,33,38,0.8,14,14,79.64,6.74
13,33,39,0.6,13,19,95.04,7.44
13,33,40,0.6,17,13,79.71,6.72
13,33,41,0.54,6,5,78.89,7.75
13,33,42,0.23,20,8,118.94,8.43
13,33,43,0.31,5,20,148.22,1.23
13,33,44,0.17,5,15,120.9,5.85
13,33,45,0.3,4,4,128.08,3.84
13,33,46,0.34,15,14,54.93,7.17
13,33,47,0.58,1,15,50.0,9.73
13,33,48,0.32,18,8,86.85,5.0
13,33,49,0.66,12,8,85.3,8.59
13,33,50,0.81,8,17,67.4,6.13
13,33,51,0.66,15,14,70.59,6.57
13,33,52,0.32,16,1,137.9,8.43
13,33,53,0.22,9,8,133.69,2.73
13,33,54,0.96,18,7,133.97,9.63
13,33,55,0.43,16,8,54.64,6.66
13,33,56,0.21,15,11,148.85,5.14
13,33,57,0.41,1,5,73.21,1.65
13,33,58,0.73,1,12,53.45,5.72
13,33,59,0.51,19,9,62.72,9.6
13,33,60,0.64,2,19,149.0,8.6
13,33,61,0.82,17,13,79.62,7.72
13,33,62,0.88,3,16,56.69,1.87
13,33,63,0.93,19,13,111.91,6.44
13,33,64,0.84,15,9,140.26,2.31
13,33,65,0.79,15,9,139.7,9.75
13,33,66,0.5,14,6,51.73,1.14
13,33,67,0.31,19,20,113.99,1.3
13,33,68,0.96,19,17,145.74,7.94
13,33,69,0.95,9,3,84.18,8.04
13,33,70,0.27,6,13,95.61,9.73
14,33,1,0.36,13,3,86.97,8.3
14,33,2,0.81,12,5,119.86,1.74
14,33,3,0.73,19,19,144.42,8.79
14,33,4,0.69,9,4,115.76,2.11
14,33,5,0.39,4,9,70.89,2.14
14,33,6,0.98,19,8,106.93,8.75
14,33,7,0.31,4,4,82.77,7.09
14,33,8,0.96,4,8,70.25,3.6
14,33,9,0.2,12,15,72.63,7.72
14,33,10,0.86,18,1,63.87,9.28
14,33,11,0.71,6,7,60.03,8.4
14,33,12,0.63,20,5,70.22,7.19
14,33,13,0.48,5,15,98.87,5.45
14,33,14,0.49,3,15,111.16,1.76
14,33,15,0.99,19,12,103.21,4.65
14,33,16,0.46,12,15,59.49,6.09
14,33,17,0.46,10,8,142.09,3.3
14,33,18,0.87,15,15,106.96,4.65
14,33,19,0.89,11,16,95.04,1.81
14,33,20,0.7,9,15,119.16,8.04
14,33,21,0.9,4,19,122.09,4.72
14,33,22,0.24,20,10,113.31,8.35
14,33,23,0.12,8,1,76.1,8.17
14,33,24,0.86,14,12,75.96,5.93
14,33,25,0.23,16,20,60.46,6.78
14,33,26,0.96,5,10,74.03,8.05
14,33,27,0.52,20,16,98.69,9.94
14,33,28,0.54,19,19,79.78,6.89
14,33,29,0.63,15,14,59.8,5.39
14,33,30,0.28,15,17,124.61,2.34
14,33,31,0.95,18,10,113.8,9.97
14,33,32,0.94,18,6,72.85,6.32
14,33,33,0.15,5,3,96.08,3.92
14,33,34,0.76,20,10,110.06,9.52
14,33,35,0.83,18,1,121.78,9.41
14,33,36,0.97,18,1,125.65,9.81
14,33,37,0.37,11,7,145.98,4.87
14,33,38,0.32,2,6,129.78,2.71
14,33,39,0.4,5,3,59.68,9.86
14,33,40,0.9,8,19,84.19,9.11
14,33,41,0.26,11,10,102.84,6.15
14,33,42,0.27,11,1,51.49,7.01
14,33,43,0.98,6,1,66.11,8.89
14,33,44,0.41,15,13,76.53,7.75
14,33,45,0.38,16,13,96.64,7.94
14,33,46,0.35,16,10,100.55,2.37
14,33,47,0.74,18,19,93.22,2.61
14,33,48,0.68,6,17,66.02,8.3
14,33,49,0.54,3,13,143.76,7.99
14,33,50,0.88,10,19,140.31,9.87
14,33,51,0.4,15,12,124.62,7.6
14,33,52,0.64,1,20,80.16,9.21
14,33,53,0.41,1,2,77.46,6.15
14,33,54,0.44,11,5,123.91,4.78
14,33,55,0.4,19,19,103.32,4.46
14,33,56,0.97,9,11,99.23,8.89
14,33,57,0.23,14,13,95.62,3.46
14,33,58,0.97,4,7,116.64,1.91
14,33,59,0.15,19,11,65.78,9.33
14,33,60,0.5,20,6,83.38,4.47
14,33,61,0.66,15,19,98.22,6.91
14,33,62,0.17,15,15,58.72,1.3
14,33,63,0.83,18,16,132.9,9.74
14,33,64,0.76,18,18,133.15,2.11
14,33,65,0.19,14,3,62.09,5.96
14,33,66,0.72,18,7,101.39,9.91
14,33,67,0.65,5,14,131.3,1.12
14,33,68,0.61,19,6,139.26,9.32
14,33,69,0.79,5,7,73.36,1.89
14,33,70,0.17,3,14,136.43,9.46
15,33,1,0.66,11,16,82.9,6.66
15,33,2,0.24,2,6,112.01,2.32
15,33,3,0.93,10,8,62.88,3.61
15,33,4,0.22,11,10,148.22,8.51
15,33,5,0.93,15,9,88.66,4.21
15,33,6,0.1,16,20,134.95,9.64
15,33,7,0.75,1,2,109.27,9.9
15,33,8,0.59,14,2,132.31,3.82
15,33,9,0.56,20,2,126.1,6.58
15,33,10,0.39,20,12,122.51,2.42
15,33,11,0.13,10,5,83.47,7.49
15,33,12,0.93,19,8,123.84,3.15
15,33,13,0.41,1,13,133.33,2.96
15,33,14,0.49,15,20,71.16,2.84
15,33,15,0.4,17,18,145.24,7.02
15,33,16,0.76,16,13,108.04,5.42
15,33,17,0.88,14,2,84.82,9.02
15,33,18,0.92,15,6,62.6,4.8
15,33,19,0.31,7,7,128.06,7.82
15,33,20,0.93,5,20,127.48,1.17
15,33,21,0.46,17,3,84.67,3.54
15,33,22,0.73,9,14,62.4,4.41
15,33,23,0.64,19,6,105.78,9.55
15,33,24,0.36,2,7,102.85,5.66
15,33,25,0.24,8,20,76.2,8.05
15,33,26,0.24,11,10,63.12,4.61
15,33,27,0.23,11,11,107.74,8.37
15,33,28,0.51,5,15,56.86,8.35
15,33,29,0.49,9,20,130.12,7.17
15,33,30,0.63,3,14,94.58,7.54
15,33,31,0.39,19,17,102.71,1.13
15,33,32,0.64,19,13,126.04,2.69
15,33,33,0.53,18,15,90.25,6.29
15,33,34,0.83,6,7,56.61,1.48
15,33,35,0.92,12,15,60.46,1.51
15,33,36,0.89,18,17,68.65,9.7
15,33,37,0.33,17,3,109.15,9.02
15,33,38,0.67,7,13,80.32,7.02
15,33,39,0.15,5,15,94.62,6.26
15,33,40,0.58,3,8,54.1,5.37
15,33,41,0.55,7,20,127.72,6.21
15,33,42,0.68,4,19,126.57,1.7
15,33,43,0.37,8,6,68.69,2.55
15,33,44,0.82,18,3,146.2,2.32
15,33,45,0.58,5,17,131.33,4.78
15,33,46,0.43,19,3,125.53,8.55
15,33,47,0.51,11,5,148.96,9.56
15,33,48,0.55,5,13,65.22,8.57
15,33,49,0.88,12,9,102.94,6.49
15,33,50,0.39,20,18,131.12,9.54
15,33,51,0.38,12,2,142.12,2.16
15,33,52,0.66,5,15,137.5,1.76
15,33,53,0.51,16,14,85.89,2.4
15,33,54,0.92,13,9,79.81,6.48
15,33,55,0.2,10,15,64.46,2.74
15,33,56,0.82,8,17,69.3,5.59
15,33,57,0.72,13,5,57.8,6.75
15,33,58,0.87,6,15,59.31,7.06
15,33,59,0.28,11,12,64.22,4.53
15,33,60,0.52,3,16,106.96,2.69
15,33,61,0.53,1,3,66.52,8.12
15,33,62,0.25,18,16,139.06,9.28
15,33,63,0.25,12,19,129.15,5.15
15,33,64,0.26,7,16,121.02,4.55
15,33,65,0.11,7,2,104.07,9.99
15,33,66,0.69,3,4,142.32,9.02
15,33,67,0.41,4,12,112.52,4.9
15,33,68,1.0,1,9,142.46,9.08
15,33,69,0.38,11,8,84.82,1.99
15,33,70,0.89,17,4,75.15,6.89
16,33,1,0.51,4,9,59.87,6.04
16,33,2,0.55,4,10,112.46,6.22
16,33,3,0.54,15,15,103.6,5.42
16,33,4,0.82,9,17,132.24,3.54
16,33,5,0.36,18,3,134.07,5.55
16,33,6,0.64,19,8,66.86,8.65
16,33,7,0.56,19,1,77.24,2.57
16,33,8,0.8,17,18,144.79,6.0
16,33,9,0.84,7,3,132.7,7.17
16,33,10,0.22,16,1,75.07,9.34
16,33,11,0.13,20,14,91.52,6.48
16,33,12,0.76,9,15,75.06,2.92
16,33,13,0.21,9,19,113.02,9.95
16,33,14,0.37,5,1,83.72,4.43
16,33,15,0.24,17,16,53.32,7.66
16,33,16,0.48,16,19,142.69,8.95
16,33,17,0.62,12,7,87.25,7.77
16,33,18,0.26,8,2,65.87,3.21
16,33,19,0.73,2,1,104.73,4.04
16,33,20,0.12,19,7,126.45,2.97
16,33,21,0.27,15,20,142.65,5.14
16,33,22,0.89,18,10,140.72,2.73
16,33,23,0.13,20,20,101.17,9.16
16,33,24,0.56,19,20,90.93,4.45
16,33,25,0.12,1,8,54.46,9.32
16,33,26,0.97,6,6,50.21,5.74
16,33,27,0.42,4,2,81.91,3.44
16,33,28,0.26,11,15,118.6,8.86
16,33,29,0.83,14,10,98.53,8.15
16,33,30,0.41,9,4,80.9,9.55
16,33,31,0.58,14,12,141.0,7.55
16,33,32,0.96,18,6,111.33,6.37
16,33,33,0.94,13,17,116.42,1.3
16,33,34,0.47,1,14,79.41,7.13
16,33,35,0.54,11,9,127.36,7.63
16,33,36,0.27,6,1,99.76,7.46
16,33,37,0.2,4,14,124.16,1.35
16,33,38,0.66,14,19,96.39,4.24
16,33,39,0.29,20,6,63.72,7.61
16,33,40,0.57,14,13,128.85,2.84
16,33,41,0.61,14,7,50.45,9.68
16,33,42,0.91,6,6,94.47,9.78
16,33,43,0.25,8,12,114.35,3.69
16,33,44,0.77,9,16,93.73,5.51
16,33,45,0.54,12,19,55.93,3.71
16,33,46,0.89,17,20,66.19,7.21
16,33,47,0.31,19,20,67.99,3.42
16,33,48,0.65,5,16,71.27,8.53
16,33,49,0.72,7,4,147.38,1.22
16,33,50,0.78,9,4,92.4,5.11
16,33,51,0.49,1,16,145.48,8.76
16,33,52,0.79,8,18,145.62,4.54
16,33,53,0.18,8,5,60.77,7.99
16,33,54,0.17,19,19,149.66,9.79
16,33,55,0.57,5,1,77.17,3.79
16,33,56,0.81,2,14,149.56,4.46
16,33,57,0.66,17,20,98.65,4.23
16,33,58,0.19,12,10,67.84,2.42
16,33,59,0.31,13,13,55.63,8.43
16,33,60,0.29,9,6,130.35,1.81
16,33,61,0.57,1,17,81.38,5.75
16,33,62,0.46,11,8,106.0,9.31
16,33,63,0.27,13,12,78.49,8.0
16,33,64,0.53,9,12,149.42,2.15
16,33,65,0.45,6,13,97.03,4.16
16,33,66,0.13,1,2,103.03,6.86
16,33,67,0.85,4,11,112.53,5.11
16,33,68,1.0,2,13,50.64,2.77
16,33,69,0.44,9,16,141.97,8.39
16,33,70,0.38,5,10,118.0,1.12
17,33,1,0.26,4,17,71.2,3.56
17,33,2,0.97,13,14,68.6,6.53
17,33,3,0.46,5,16,67.46,2.33
17,33,4,0.37,11,4,89.25,5.65
17,33,5,0.12,6,1,132.62,3.81
17,33,6,0.19,7,17,126.18,3.76
17,33,7,0.79,7,20,54.16,3.2
17,33,8,0.64,5,7,121.47,3.36
17,33,9,0.99,7,18,86.93,2.01
17,33,10,0.75,6,12,77.5,8.36
17,33,11,0.21,16,9,123.97,6.11
17,33,12,0.72,14,14,114.41,7.48
17,33,13,0.7,5,2,116.12,2.99
17,33,14,0.97,1,10,90.31,7.59
17,33,15,0.11,16,9,98.44,6.62
17,33,16,0.79,6,5,70.79,9.68
17,33,17,0.2,13,12,145.08,4.06
17,33,18,0.96,15,8,64.53,3.95
17,33,19,0.61,4,12,56.09,7.59
17,33,20,0.55,16,12,113.63,2.16
17,33,21,0.29,12,10,81.1,9.33
17,33,22,0.35,9,10,135.47,9.07
17,33,23,0.54,1,5,123.55,5.0
17,33,24,0.33,13,6,78.79,7.87
17,33,25,0.34,3,10,50.39,1.81
17,33,26,0.47,5,8,107.04,5.47
17,33,27,0.47,10,14,142.05,1.47
17,33,28,0.91,7,3,98.91,5.57
17,33,29,0.21,4,14,56.61,1.12
17,33,30,0.87,14,16,79.21,4.28
17,33,31,0.18,15,9,75.68,1.99
17,33,32,0.19,9,4,76.46,3.98
17,33,33,0.61,15,9,52.58,2.68
17,33,34,0.51,17,14,84.0,7.71
17,33,35,0.66,15,1,120.24,1.21
17,33,36,0.24,5,3,122.01,5.35
17,33,37,0.45,15,8,70.18,7.49
17,33,38,0.75,1,11,104.63,8.39
17,33,39,0.29,17,11,58.76,9.47
17,33,40,0.39,6,17,62.63,5.1
17,33,41,0.44,19,2,100.51,9.86
17,33,42,0.42,1,12,132.4,4.05
17,33,43,0.32,18,3,77.09,3.68
17,33,44,0.48,2,17,148.15,2.93
17,33,45,0.34,3,15,74.87,9.46
17,33,46,0.19,15,2,60.23,5.04
17,33,47,0.28,5,10,139.63,3.62
17,33,48,0.67,6,14,128.97,1.39
17,33,49,0.82,19,13,128.9,2.93
17,33,50,0.63,10,14,139.03,1.01
17,33,51,0.84,2,5,56.22,2.97
17,33,52,0.55,8,20,67.54,8.46
17,33,53,0.59,3,14,78.91,6.34
17,33,54,0.25,4,9,94.07,4.22
17,33,55,0.7,4,16,112.4,7.09
17,33,56,0.29,9,10,83.93,2.14
17,33,57,0.46,20,5,62.31,3.1
17,33,58,0.28,2,19,101.44,3.79
17,33,59,0.67,3,9,99.58,6.83
17,33,60,0.98,3,8,134.62,1.14
17,33,61,0.31,13,10,133.15,3.56
17,33,62,0.3,19,4,125.0,9.68
17,33,63,0.39,6,20,84.92,8.89
17,33,64,0.12,6,3,82.04,4.73
17,33,65,0.23,13,11,127.92,5.29
17,33,66,0.86,17,6,96.76,5.08
17,33,67,0.59,6,13,133.07,7.2
17,33,68,0.7,11,18,74.58,8.24
17,33,69,0.26,4,11,131.61,9.59
17,33,70,0.59,17,14,112.29,5.26
18,33,1,0.16,20,9,56.92,1.7
18,33,2,0.35,6,6,91.74,5.52
18,33,3,0.99,10,13,122.58,3.54
18,33,4,0.97,12,18,100.81,6.79
18,33,5,0.75,15,4,149.0,5.78
18,33,6,0.53,18,5,99.69,1.03
18,33,7,0.91,2,3,65.41,8.07
18,33,8,0.27,14,12,67.08,9.28
18,33,9,0.27,10,18,97.07,2.2
18,33,10,0.96,1,2,73.14,3.6
18,33,11,0.3,16,3,117.0,5.11
18,33,12,0.14,16,13,65.21,4.64
18,33,13,0.24,14,13,100.51,8.43
18,33,14,0.23,7,10,106.2,8.69
18,33,15,0.28,13,5,51.15,2.68
18,33,16,0.42,4,6,134.36,4.81
18,33,17,0.38,20,13,135.14,1.82
18,33,18,0.92,9,7,50.92,6.08
18,33,19,0.63,1,15,106.68,3.61
18,33,20,0.66,11,12,93.54,8.89
18,33,21,0.74,4,15,116.04,8.95
18,33,22,0.22,6,15,66.7,3.5
18,33,23,0.59,12,20,82.71,5.05
18,33,24,0.66,18,5,146.82,8.14
18,33,25,0.15,5,20,144.69,2.1
18,33,26,0.94,8,9,145.68,9.95
18,33,27,0.83,15,18,62.7,2.62
18,33,28,0.47,15,10,148.93,2.55
18,33,29,0.99,14,17,103.2,8.12
18,33,30,0.62,18,6,93.62,2.14
18,33,31,0.54,15,7,90.04,9.88
18,33,32,0.92,19,12,113.23,6.38
18,33,33,0.58,11,18,71.56,9.38
18,33,34,0.82,18,12,139.99,5.25
18,33,35,0.61,15,6,96.83,5.98
18,33,36,0.42,16,20,117.95,6.22
18,33,37,0.5,6,14,117.07,3.82
18,33,38,0.25,10,15,77.75,9.25
18,33,39,0.4,11,8,58.01,7.32
18,33,40,0.74,18,15,135.04,6.85
18,33,41,0.51,4,8,100.82,1.78
18,33,42,0.57,3,10,140.12,9.11
18,33,43,0.35,20,9,117.27,3.36
18,33,44,0.68,9,18,144.56,9.03
18,33,45,0.4,10,13,95.08,8.94
18,33,46,0.52,10,7,86.07,3.33
18,33,47,0.98,7,5,89.38,9.3
18,33,48,0.5,11,8,140.46,3.09
18,33,49,0.19,2,10,83.63,1.43
18,33,50,0.14,20,9,97.84,5.43
18,33,51,0.12,2,19,97.53,7.41
18,33,52,0.76,1,15,109.03,4.06
18,33,53,0.17,2,2,60.31,3.08
18,33,54,0.91,11,1,95.76,2.06
18,33,55,0.6,11,17,139.36,9.85
18,33,56,0.31,13,19,104.13,2.75
18,33,57,0.94,1,19,106.53,1.81
18,33,58,0.26,9,1,111.05,4.33
18,33,59,0.92,14,17,66.7,3.74
18,33,60,0.35,2,5,86.42,1.93
18,33,61,0.8,17,16,90.22,6.68
18,33,62,0.52,6,1,62.23,6.56
18,33,63,0.45,20,15,80.57,7.4
18,33,64,0.63,17,12,103.7,3.71
18,33,65,0.39,7,3,88.52,2.17
18,33,66,0.19,5,16,76.95,2.85
18,33,67,0.23,18,13,71.16,2.99
18,33,68,0.57,10,15,60.36,1.62
18,33,69,0.56,1,8,111.98,3.62
18,33,70,0.44,16,1,100.7,4.53
19,33,1,0.51,6,3,70.3,1.09
19,33,2,0.87,11,20,53.31,7.84
19,33,3,0.29,7,2,67.39,1.03
19,33,4,0.78,4,9,62.13,8.15
19,33,5,0.62,6,8,106.66,3.02
19,33,6,0.69,6,20,115.96,8.42
19,33,7,0.91,18,13,114.35,2.46
19,33,8,0.95,12,12,127.1,9.07
19,33,9,0.94,3,6,121.22,5.9
19,33,10,0.51,13,13,50.02,7.44
19,33,11,0.74,15,19,111.37,7.56
19,33,12,0.84,7,19,83.15,2.88
19,33,13,0.6,5,15,148.31,1.28
19,33,14,0.35,11,8,89.29,3.66
19,33,15,0.82,9,1,95.59,9.83
19,33,16,0.42,14,20,91.08,9.37
19,33,17,0.75,4,5,106.74,3.95
19,33,18,0.51,8,15,148.05,3.58
19,33,19,0.25,19,4,148.71,6.61
19,33,20,0.28,11,4,144.51,6.03
19,33,21,0.96,3,13,58.06,5.65
19,33,22,0.97,8,20,52.49,5.29
19,33,23,0.6,11,16,63.66,4.43
19,33,24,0.9,7,3,118.1,9.88
19,33,25,0.21,14,18,76.51,9.87
19,33,26,0.59,13,15,143.69,1.12
19,33,27,0.82,14,12,64.95,8.75
19,33,28,0.67,2,10,53.64,5.36
19,33,29,0.14,3,10,104.18,9.18
19,33,30,0.67,10,5,102.79,4.09
19,33,31,0.55,19,14,52.41,4.87
19,33,32,0.82,2,18,103.4,8.15
19,33,33,0.92,17,9,56.94,9.64
19,33,34,0.88,6,19,144.18,3.6
19,33,35,0.9,1,3,96.23,1.62
19,33,36,0.68,5,19,111.79,2.52
19,33,37,0.18,10,12,59.79,2.53
19,33,38,0.76,10,18,95.19,9.74
19,33,39,0.55,10,8,124.84,2.56
19,33,40,0.88,12,9,125.56,8.47
19,33,41,0.13,2,6,99.78,2.96
19,33,42,0.76,18,7,125.37,6.15
19,33,43,0.32,10,19,50.41,9.5
19,33,44,0.95,17,2,82.1,8.37
19,33,45,0.5,7,10,107.71,4.79
19,33,46,0.58,9,20,95.93,2.39
19,33,47,0.78,8,19,139.04,7.99
19,33,48,0.31,4,4,149.62,5.64
19,33,49,1.0,20,15,100.15,8.36
19,33,50,0.67,12,14,74.39,3.8
19,33,51,0.29,4,18,77.59,1.65
19,33,52,0.62,4,6,94.24,4.79
19,33,53,0.28,11,12,86.17,2.78
19,33,54,0.93,2,3,70.17,7.69
19,33,55,0.54,10,12,105.33,1.93
19,33,56,0.36,4,8,81.25,9.42
19,33,57,0.86,6,6,101.13,1.85
19,33,58,0.88,3,5,132.61,5.54
19,33,59,0.4,4,11,66.69,1.32
19,33,60,0.74,4,12,103.02,1.37
19,33,61,0.88,16,11,67.7,1.8
19,33,62,0.96,9,15,113.99,3.01
19,33,63,0.73,4,19,146.92,4.17
19,33,64,0.87,19,16,105.47,3.54
19,33,65,0.36,7,8,76.84,9.12
19,33,66,0.92,16,15,118.63,3.29
19,33,67,0.81,20,12,108.32,5.55
19,33,68,0.52,1,10,107.11,1.46
19,33,69,0.22,2,12,82.12,7.44
19,33,70,0.15,19,17,51.03,3.04
20,33,1,0.18,13,18,145.83,9.25
20,33,2,0.58,18,5,87.15,7.89
20,33,3,0.9,7,12,141.65,9.79
20,33,4,0.85,4,20,51.38,3.27
20,33,5,0.46,7,16,111.23,2.14
20,33,6,0.17,8,12,69.17,7.18
20,33,7,0.91,7,10,118.0,2.71
20,33,8,0.12,7,13,138.41,3.13
20,33,9,0.86,11,18,62.48,3.36
20,33,10,0.72,16,19,81.2,8.48
20,33,11,0.39,6,3,62.49,6.57
20,33,12,0.29,2,6,149.05,4.22
20,33,13,0.39,2,6,72.79,4.56
20,33,14,0.17,11,3,65.3,2.48
20,33,15,0.58,8,6,91.17,2.74
20,33,16,0.87,18,2,72.78,5.28
20,33,17,0.75,12,7,50.06,2.3
20,33,18,0.76,8,12,110.22,9.05
20,33,19,0.59,15,20,96.67,9.26
20,33,20,0.54,20,11,138.1,6.93
20,33,21,0.47,18,10,143.66,9.95
20,33,22,0.71,3,13,98.53,4.65
20,33,23,0.92,17,14,99.33,9.31
20,33,24,0.51,1,20,83.8,9.43
20,33,25,0.47,1,7,124.97,3.62
20,33,26,0.95,18,3,134.44,1.23
20,33,27,0.59,17,19,127.2,6.47
20,33,28,0.83,17,12,98.64,4.77
20,33,29,0.8,7,12,133.7,3.19
20,33,30,0.19,8,19,100.63,6.4
20,33,31,0.41,19,6,92.61,1.59
20,33,32,0.91,17,20,51.48,2.72
20,33,33,0.65,20,7,129.73,9.18
20,33,34,0.72,15,6,51.86,2.2
20,33,35,0.64,2,7,71.32,6.85
20,33,36,0.42,6,2,65.49,7.3
20,33,37,0.22,8,5,51.29,2.94
20,33,38,0.41,15,20,106.89,3.11
20,33,39,0.11,20,16,81.45,6.42
20,33,40,0.21,5,5,50.29,6.31
20,33,41,0.59,4,17,145.81,9.35
20,33,42,0.26,17,14,144.22,4.95
20,33,43,0.5,12,12,135.58,2.17
20,33,44,0.92,13,1,99.71,1.05
20,33,45,0.59,3,18,78.61,1.84
20,33,46,0.65,20,18,112.31,8.62
20,33,47,1.0,15,2,94.62,7.57
20,33,48,0.29,16,7,90.63,3.36
20,33,49,0.89,18,9,60.33,2.92
20,33,50,0.95,11,15,134.02,6.91
20,33,51,0.24,6,18,91.84,1.16
20,33,52,0.69,17,2,55.97,4.17
20,33,53,0.83,11,5,58.81,9.89
20,33,54,0.5,10,18,147.49,2.3
20,33,55,0.25,15,20,99.69,9.97
20,33,56,0.5,18,10,149.2,3.18
20,33,57,0.79,12,5,84.18,2.79
20,33,58,1.0,8,15,89.02,9.13
20,33,59,0.5,20,10,127.86,9.28
20,33,60,0.48,18,12,97.56,9.93
20,33,61,0.62,2,10,135.81,3.69
20,33,62,0.48,9,19,89.33,4.41
20,33,63,0.75,1,20,108.5,3.59
20,33,64,0.67,6,7,72.74,7.12
20,33,65,0.96,12,16,110.55,8.68
20,33,66,0.5,1,6,61.32,2.16
20,33,67,0.4,15,15,117.89,1.73
20,33,68,0.87,15,12,62.89,1.85
20,33,69,0.41,10,19,74.83,6.61
20,33,70,0.52,6,16,105.5,3.68
1,34,1,0.99,18,8,109.42,6.86
1,34,2,0.88,12,17,62.87,1.83
1,34,3,0.9,13,15,77.6,4.09
1,34,4,0.39,5,6,64.86,1.72
1,34,5,0.63,12,2,86.24,3.7
1,34,6,0.91,20,2,117.58,1.79
1,34,7,0.21,17,13,122.87,6.47
1,34,8,0.83,19,3,108.84,1.76
1,34,9,0.72,2,13,83.99,1.25
1,34,10,0.72,9,4,104.44,4.97
1,34,11,0.44,7,2,96.53,6.77
1,34,12,0.83,20,11,57.86,7.47
1,34,13,0.13,8,13,134.97,9.09
1,34,14,0.74,8,9,93.99,1.56
1,34,15,0.82,18,9,93.09,2.99
1,34,16,0.48,7,4,104.43,2.76
1,34,17,0.9,19,19,146.87,4.16
1,34,18,0.27,11,2,111.94,4.5
1,34,19,0.23,18,13,63.22,6.18
1,34,20,0.18,17,14,91.28,4.47
1,34,21,0.28,10,7,101.03,1.1
1,34,22,0.88,2,5,131.6,5.03
1,34,23,0.62,13,19,115.27,3.27
1,34,24,0.9,8,1,111.21,8.97
1,34,25,0.11,20,20,51.86,9.06
1,34,26,0.96,4,19,140.82,2.78
1,34,27,0.45,2,19,53.91,4.86
1,34,28,0.8,7,3,53.95,2.84
1,34,29,0.18,12,2,108.99,1.06
1,34,30,0.35,7,7,124.37,7.4
1,34,31,0.95,19,11,139.4,3.62
1,34,32,0.84,16,7,101.78,8.32
1,34,33,0.28,16,8,123.32,8.54
1,34,34,0.84,4,8,101.02,5.2
1,34,35,0.97,19,1,116.5,4.73
1,34,36,0.19,17,3,93.26,8.85
1,34,37,0.35,16,4,122.2,1.67
1,34,38,0.64,8,10,104.46,1.86
1,34,39,0.97,4,20,96.74,3.65
1,34,40,0.25,7,2,52.91,9.43
1,34,41,0.2,12,6,112.29,9.46
1,34,42,0.11,6,8,110.61,6.95
1,34,43,0.15,1,4,90.55,9.98
1,34,44,0.37,17,7,144.83,7.42
1,34,45,0.51,11,15,92.68,4.3
1,34,46,0.74,1,1,144.18,3.05
1,34,47,0.63,18,7,135.69,9.63
1,34,48,0.92,1,15,64.31,9.39
1,34,49,0.45,19,8,58.7,5.92
1,34,50,0.49,15,6,88.85,4.38
1,34,51,0.29,5,13,72.82,3.18
1,34,52,0.3,1,19,127.08,1.53
1,34,53,0.43,8,11,141.92,8.32
1,34,54,0.15,5,3,72.84,3.85
1,34,55,0.15,9,20,93.07,7.59
1,34,56,0.86,13,1,100.43,1.24
1,34,57,0.52,19,13,50.32,5.0
1,34,58,0.37,15,14,122.87,4.36
1,34,59,0.83,14,13,71.49,7.83
1,34,60,0.12,3,18,101.11,5.64
1,34,61,0.14,10,18,120.33,3.77
1,34,62,0.23,4,9,88.88,6.46
1,34,63,0.39,17,15,99.75,8.35
