race_id,lap_number,track_temperature,ambient_air_temperature,barometric_pressure,humidity
20,30,36.62,32.68,1044.52,85.29
20,31,7.68,14.47,968.99,33.81
20,32,1.36,31.24,1028.31,57.86
20,33,22.04,32.72,1003.95,31.84
20,34,24.38,16.78,976.08,82.65
20,35,35.14,39.13,991.51,98.88
20,36,7.94,26.93,964.3,72.22
20,37,15.12,4.56,1046.93,83.48
20,38,6.16,24.6,1041.44,90.79
20,39,10.14,31.23,1032.17,54.37
20,40,22.98,0.85,1007.37,42.32
20,41,31.03,20.12,1024.09,35.98
20,42,0.3,10.09,1036.17,58.7
20,43,36.69,22.21,1047.25,69.65
20,44,7.57,24.72,1003.17,31.95
20,45,37.66,23.59,959.27,41.47
20,46,11.55,33.72,1008.27,64.36
20,47,28.61,6.75,967.11,84.89
20,48,12.23,14.56,981.55,84.8
20,49,15.62,12.8,954.95,83.39
20,50,13.52,21.5,1018.02,93.58
20,51,26.77,32.35,998.74,35.89
20,52,25.65,19.54,983.56,82.36
20,53,5.67,20.37,975.39,48.65
20,54,32.33,32.18,1011.02,35.45
20,55,6.83,8.7,1048.43,80.42
20,56,34.39,28.19,1010.33,90.41
20,57,8.25,12.92,1017.03,71.19
20,58,9.81,27.42,1000.41,86.86
20,59,22.48,17.43,1046.34,86.17
20,60,14.05,11.36,993.6,80.79
20,61,25.17,17.17,974.77,60.57
20,62,35.24,7.48,978.83,38.4
20,63,14.96,29.95,1003.56,39.03
20,64,16.66,9.51,958.31,38.43
20,65,6.48,24.61,1007.91,61.24
20,66,14.7,5.53,1002.43,46.79
20,67,38.91,19.89,955.56,52.39
20,68,37.06,38.87,999.41,45.29
20,69,19.22,3.57,991.98,91.12
20,70,28.71,2.92,1039.88,47.48
21,1,32.72,27.37,980.97,76.79
21,2,23.78,20.23,968.97,87.5
21,3,19.93,35.16,968.18,83.69
21,4,0.5,34.03,957.3,73.12
21,5,10.52,23.51,996.39,57.08
21,6,27.94,19.34,1038.3,74.19
21,7,22.01,30.93,1033.87,51.46
21,8,20.98,10.31,990.75,71.74
21,9,35.72,5.44,1044.2,45.03
21,10,27.1,17.03,991.77,76.84
21,11,22.99,34.66,1005.07,67.38
21,12,19.74,38.47,1034.47,44.52
21,13,10.75,24.6,1001.15,71.67
21,14,27.01,22.62,1009.71,43.15
21,15,39.84,21.65,990.98,86.25
21,16,12.37,1.21,1020.07,36.98
21,17,3.35,9.53,995.2,37.84
21,18,30.91,34.25,958.65,49.95
21,19,36.8,30.08,951.89,48.32
21,20,21.58,6.3,1020.89,96.96
21,21,9.94,28.66,1025.97,45.94
21,22,6.77,6.74,979.14,30.89
21,23,22.95,17.75,1026.89,67.38
21,24,28.74,26.94,1009.03,94.79
21,25,8.6,29.28,1012.43,89.19
21,26,33.36,38.3,1018.24,86.5
21,27,38.87,16.49,994.93,43.49
21,28,23.14,28.91,1004.58,82.59
21,29,20.24,17.31,987.98,81.9
21,30,25.43,33.7,966.07,48.4
21,31,13.5,24.73,1043.83,70.34
21,32,32.32,17.91,1038.64,58.42
21,33,9.3,21.72,1001.3,51.6
21,34,24.99,38.18,1036.02,64.47
21,35,20.63,16.85,968.92,70.35
21,36,23.31,21.02,969.24,64.8
21,37,25.08,32.26,979.57,91.71
21,38,27.94,7.1,972.28,57.41
21,39,12.37,25.31,1033.53,41.19
21,40,32.53,3.58,1035.02,85.55
21,41,15.66,0.88,1038.07,68.92
21,42,19.83,3.95,980.45,97.32
21,43,26.07,4.49,983.45,52.88
21,44,22.45,9.79,1023.36,38.26
21,45,15.52,27.02,954.02,33.36
21,46,5.58,33.68,993.86,70.9
21,47,15.37,17.9,989.27,83.89
21,48,7.38,22.45,972.94,36.46
21,49,2.6,19.66,1040.22,72.05
21,50,5.4,14.23,1024.82,69.91
21,51,23.43,35.73,1047.37,58.26
21,52,16.39,35.49,1038.23,86.4
21,53,26.49,6.51,1021.23,43.15
21,54,32.16,3.05,998.82,61.39
21,55,9.38,3.82,1028.0,68.63
21,56,13.95,35.24,1027.19,51.89
21,57,34.54,38.91,1041.11,34.1
21,58,28.72,22.44,1002.74,59.65
21,59,39.05,0.62,1005.04,94.19
21,60,1.17,9.42,956.18,58.79
21,61,5.37,32.31,1046.59,51.17
21,62,22.69,32.97,991.71,81.07
21,63,12.36,31.84,959.78,94.8
21,64,8.73,33.86,996.82,61.4
21,65,4.62,23.35,989.05,74.39
21,66,30.49,23.19,1000.73,91.97
21,67,5.2,15.94,1048.5,33.74
21,68,32.48,14.79,987.24,74.28
21,69,9.58,20.89,990.32,88.72
21,70,10.23,17.32,976.02,47.93
22,1,34.23,10.52,1040.72,75.34
22,2,36.46,33.43,958.33,46.42
22,3,24.27,16.03,1041.5,89.96
22,4,9.06,26.5,1040.93,52.39
22,5,28.66,29.88,951.18,69.22
22,6,16.03,27.51,1014.0,30.76
22,7,35.61,37.87,954.7,43.0
22,8,23.4,16.79,980.74,97.62
22,9,38.09,19.93,1036.44,49.4
22,10,14.79,12.16,978.46,97.68
22,11,24.62,17.11,964.77,84.65
22,12,20.23,1.21,959.48,56.36
22,13,17.3,13.38,1018.47,86.43
22,14,27.51,38.13,1043.63,66.32
22,15,3.08,22.01,978.72,74.05
22,16,11.98,36.68,1005.27,72.89
22,17,34.46,10.67,970.04,75.21
22,18,25.71,10.8,954.45,94.63
22,19,37.05,26.58,986.28,79.61
22,20,34.94,8.3,970.52,63.67
22,21,30.52,27.31,951.42,55.32
22,22,8.57,15.62,1041.25,69.47
22,23,21.88,23.25,1048.99,58.32
22,24,18.92,8.32,983.34,67.51
22,25,28.25,15.07,1043.39,41.62
22,26,8.1,13.89,958.59,52.15
22,27,3.08,35.48,973.42,99.92
22,28,12.55,26.87,982.27,77.63
22,29,7.46,13.13,1030.47,74.12
22,30,27.13,32.48,995.67,38.73
22,31,9.63,6.19,1048.89,69.76
22,32,18.96,2.75,952.41,44.71
22,33,21.05,33.91,1017.87,81.32
22,34,8.27,22.62,964.65,47.81
22,35,15.5,32.44,991.89,91.22
22,36,0.6,36.52,1019.57,42.64
22,37,16.12,16.66,964.64,48.6
22,38,11.15,18.71,960.22,94.97
22,39,39.98,24.98,966.92,69.15
22,40,21.99,4.84,970.09,33.23
22,41,38.58,21.53,1023.47,30.97
22,42,22.62,8.63,972.36,86.16
22,43,15.62,22.47,996.42,42.92
22,44,20.15,27.8,988.06,66.58
22,45,21.23,23.39,1007.31,65.06
22,46,15.46,32.37,960.59,97.61
22,47,13.02,24.94,962.13,94.55
22,48,33.97,38.15,981.84,56.09
22,49,39.31,28.31,1029.15,41.93
22,50,19.54,25.27,990.9,66.89
22,51,11.92,6.55,1031.19,97.85
22,52,10.3,7.22,1048.99,38.55
22,53,32.02,28.58,995.7,61.47
22,54,3.66,33.46,1021.47,62.56
22,55,3.45,7.44,965.29,75.61
22,56,24.99,3.18,973.59,61.16
22,57,12.94,17.45,981.43,35.44
22,58,1.22,32.28,1007.19,94.85
22,59,2.93,2.11,950.96,76.25
22,60,29.38,6.48,950.18,64.37
22,61,32.44,32.1,978.15,47.77
22,62,30.45,37.84,995.41,64.99
22,63,19.22,18.3,1044.3,64.18
22,64,5.18,18.91,1043.41,34.8
22,65,38.8,26.73,955.5,74.89
22,66,32.63,8.96,982.41,92.15
22,67,34.48,6.61,1009.67,97.63
22,68,28.5,27.27,1024.34,63.7
22,69,34.26,0.92,973.38,58.31
22,70,13.19,30.8,992.33,99.61
23,1,1.65,34.29,953.04,94.26
23,2,4.33,23.9,989.14,73.64
23,3,23.15,32.72,1044.11,81.69
23,4,28.36,20.78,996.77,94.2
23,5,17.81,20.45,984.42,65.67
23,6,33.36,16.98,987.23,63.55
23,7,37.59,32.41,1048.08,43.78
23,8,2.41,12.18,974.29,51.71
23,9,2.23,30.86,981.24,90.52
23,10,25.06,3.07,992.53,67.74
23,11,14.6,16.8,1010.19,44.02
23,12,23.1,32.59,958.69,86.46
23,13,20.09,23.43,1009.86,33.0
23,14,33.22,14.71,978.12,51.41
23,15,37.3,23.96,1014.25,96.95
23,16,14.25,18.35,990.06,68.54
23,17,11.67,12.32,1042.67,87.2
23,18,34.79,26.69,972.36,67.44
23,19,18.98,27.06,1017.14,63.78
23,20,27.17,3.38,967.62,50.47
23,21,30.92,25.76,965.79,95.86
23,22,24.57,3.79,977.45,63.37
23,23,23.7,26.45,1047.69,81.1
23,24,27.29,32.58,955.12,92.97
23,25,34.93,24.39,991.86,50.66
23,26,5.12,34.56,1030.49,77.1
23,27,25.63,14.39,950.02,98.34
23,28,1.89,22.02,1008.28,37.92
23,29,17.23,5.39,963.6,56.36
23,30,11.62,21.61,958.08,51.29
23,31,3.8,34.17,973.72,88.0
23,32,22.47,14.06,1049.81,67.12
23,33,26.13,25.8,968.74,33.6
23,34,29.81,20.13,961.56,41.11
23,35,15.75,21.81,1034.78,53.01
23,36,36.76,22.88,977.55,79.69
23,37,30.96,6.32,984.43,99.5
23,38,9.53,6.77,1022.76,99.24
23,39,31.21,3.41,964.3,96.77
23,40,0.47,12.96,1003.7,84.58
23,41,3.35,32.23,984.96,32.19
23,42,19.46,15.85,1047.26,40.23
23,43,25.75,6.79,1008.9,62.45
23,44,30.62,39.79,1007.34,58.48
23,45,2.89,23.33,1020.76,50.95
23,46,4.72,35.8,1047.47,88.82
23,47,6.33,18.83,973.09,64.23
23,48,27.9,11.51,992.36,74.59
23,49,12.96,35.59,966.99,53.85
23,50,1.98,26.68,1011.49,83.09
23,51,12.66,11.54,985.41,43.55
23,52,17.64,29.91,967.73,96.45
23,53,2.08,35.84,965.78,55.47
23,54,3.49,14.28,959.47,63.3
23,55,38.52,31.02,1040.82,82.33
23,56,33.47,21.81,953.5,32.33
23,57,39.22,2.59,1014.57,98.55
23,58,9.06,22.59,1016.89,44.6
23,59,13.97,23.81,963.01,92.74
23,60,19.26,32.23,1029.51,76.72
23,61,19.61,28.74,998.9,59.25
23,62,10.09,5.73,989.69,36.35
23,63,15.81,3.83,1006.92,96.31
23,64,3.58,31.19,1048.48,41.51
23,65,5.11,32.45,1011.29,75.59
23,66,19.09,5.71,1048.52,97.82
23,67,36.36,14.12,997.39,52.62
23,68,23.25,1.63,1047.88,75.02
23,69,16.82,8.24,959.12,38.23
23,70,39.21,17.41,1048.36,72.26
24,1,30.73,29.69,1039.01,54.83
24,2,23.09,16.94,1023.31,50.53
24,3,24.32,32.81,957.58,88.45
24,4,12.51,38.41,1025.17,70.41
24,5,30.22,4.57,1034.19,89.26
24,6,37.5,5.35,1024.45,74.27
24,7,38.28,4.96,955.36,47.71
24,8,23.89,28.07,988.11,35.6
24,9,32.61,39.66,1028.51,70.4
24,10,8.49,29.15,1024.67,48.63
24,11,2.44,30.54,1038.61,39.57
24,12,17.17,38.91,1006.95,80.59
24,13,9.41,1.92,1029.66,96.01
24,14,23.15,18.1,982.49,58.61
24,15,5.2,0.96,1018.39,99.07
24,16,17.1,9.38,1047.5,90.71
24,17,34.32,15.48,996.73,75.98
24,18,14.48,22.66,1023.88,58.91
24,19,32.25,9.07,1029.61,92.25
24,20,16.67,16.02,958.78,97.75
24,21,5.2,32.17,996.6,35.32
24,22,10.55,22.52,1034.8,79.66
24,23,38.84,3.88,1048.44,99.1
24,24,18.0,2.37,1019.31,96.94
24,25,0.66,18.53,1043.45,94.7
24,26,27.53,30.56,981.6,94.64
24,27,14.64,7.13,970.55,96.23
24,28,20.5,34.91,969.15,93.37
24,29,36.41,0.32,1009.33,73.24
24,30,24.03,35.68,974.94,39.83
24,31,21.99,17.14,1037.67,80.66
24,32,3.66,1.39,1021.59,75.8
24,33,27.64,16.91,1044.26,35.19
24,34,26.12,4.57,993.75,34.35
24,35,37.31,23.52,968.25,50.67
24,36,33.05,7.59,963.05,69.43
24,37,3.16,5.93,978.25,60.33
24,38,21.51,23.38,980.06,75.19
24,39,26.68,12.44,958.92,97.32
24,40,28.36,37.81,1031.52,65.78
24,41,5.9,33.45,958.16,35.8
24,42,36.08,9.75,1007.02,79.28
24,43,23.52,23.53,990.15,72.32
24,44,13.5,7.02,992.34,68.74
24,45,26.52,15.32,966.28,71.69
24,46,28.93,32.73,1027.79,73.2
24,47,35.63,22.63,953.22,91.03
24,48,39.11,33.15,957.85,77.88
24,49,28.04,16.73,1028.3,38.81
24,50,9.98,34.7,1007.51,30.34
24,51,13.86,1.09,961.32,34.18
24,52,15.4,35.94,975.01,68.19
24,53,11.24,26.49,974.78,98.45
24,54,4.83,5.75,1002.2,60.99
24,55,30.37,37.31,980.94,47.28
24,56,0.58,23.31,996.49,37.88
24,57,17.9,6.71,967.79,89.85
24,58,12.48,7.72,1029.63,70.58
24,59,29.55,12.47,1046.48,78.13
24,60,38.83,25.33,1044.79,56.49
24,61,25.2,12.92,1041.59,67.15
24,62,31.54,9.62,950.48,96.73
24,63,5.67,13.27,1034.59,47.04
24,64,5.12,3.42,991.53,81.2
24,65,1.07,23.81,1042.77,92.69
24,66,14.27,38.55,961.1,86.77
24,67,31.97,37.35,1028.56,31.03
24,68,10.98,8.48,952.93,88.32
24,69,28.25,33.5,1049.94,39.93
24,70,1.39,14.52,1041.23,81.47
25,1,18.21,33.53,1002.85,44.03
25,2,33.94,19.87,957.86,50.93
25,3,30.83,10.59,950.38,76.6
25,4,0.19,11.03,991.73,93.67
25,5,38.04,33.4,1037.23,82.05
25,6,5.66,10.85,980.78,69.7
25,7,5.04,15.04,970.77,69.17
25,8,7.23,24.77,995.67,73.3
25,9,38.45,1.97,969.11,93.51
25,10,21.33,3.95,991.14,58.91
25,11,28.07,21.44,1025.05,36.21
25,12,5.11,10.83,1040.81,81.76
25,13,11.27,20.69,1008.86,71.7
25,14,9.29,33.54,1004.87,70.94
25,15,20.87,22.4,1010.08,52.28
25,16,10.14,20.94,970.33,76.9
25,17,16.86,19.76,950.36,73.25
25,18,5.18,38.14,966.47,75.3
25,19,8.5,13.55,1013.46,70.97
25,20,16.49,16.31,1048.81,50.21
25,21,14.02,19.8,966.53,61.47
25,22,33.99,19.97,1010.75,61.59
25,23,31.88,35.39,1046.25,42.97
25,24,32.41,33.23,962.28,34.84
25,25,33.62,21.71,1011.41,38.71
25,26,24.31,37.59,965.65,95.31
25,27,23.34,19.22,955.56,51.76
25,28,15.52,7.91,950.97,96.01
25,29,37.1,6.13,1027.39,61.2
25,30,19.85,22.77,1048.15,39.49
25,31,23.17,36.27,972.11,50.46
25,32,13.65,29.55,986.76,83.55
25,33,9.46,18.57,1033.18,97.76
25,34,6.65,25.72,958.56,52.06
25,35,11.97,21.75,986.04,54.0
25,36,37.62,18.0,1011.64,92.49
25,37,27.63,33.8,1001.22,93.4
25,38,0.3,2.85,990.01,70.99
25,39,22.73,23.73,1006.23,54.41
25,40,24.3,15.13,954.22,73.98
25,41,36.95,29.11,1034.87,52.56
25,42,3.83,26.48,1009.85,38.37
25,43,39.51,38.6,1049.53,83.82
25,44,23.32,1.03,951.16,63.82
25,45,28.67,21.31,1038.42,95.29
25,46,0.08,9.44,1040.53,88.56
25,47,39.32,2.35,952.3,40.37
25,48,25.06,14.36,1002.18,56.42
25,49,4.17,36.21,1022.25,96.44
25,50,20.07,1.84,966.38,90.81
25,51,14.01,5.94,977.75,48.46
25,52,38.87,7.66,951.12,67.26
25,53,3.98,0.34,979.81,82.8
25,54,0.25,3.33,958.92,49.91
25,55,21.02,15.57,962.77,68.89
25,56,11.74,21.74,1014.32,81.1
25,57,38.0,30.4,961.85,69.08
25,58,13.37,0.43,1042.19,77.76
25,59,29.55,37.32,990.81,38.37
25,60,25.46,35.6,965.04,80.93
25,61,27.99,27.79,975.89,76.34
25,62,28.86,38.87,1041.24,32.13
25,63,30.35,14.43,973.88,54.47
25,64,26.17,21.95,950.38,70.83
25,65,17.54,25.85,1039.56,44.89
25,66,4.82,6.57,1002.35,44.8
25,67,5.7,10.47,950.58,65.44
25,68,3.86,13.36,1006.8,47.21
25,69,34.12,9.83,1039.97,71.58
25,70,17.91,10.55,1038.87,76.52
26,1,23.6,2.69,954.97,84.13
26,2,29.73,10.38,978.01,62.25
26,3,10.52,33.57,979.98,60.48
26,4,21.16,17.25,997.05,36.07
26,5,21.28,24.41,1033.24,76.87
26,6,35.17,33.36,996.01,75.52
26,7,39.24,5.27,988.35,91.71
26,8,27.16,11.69,966.91,43.57
26,9,1.63,6.35,1012.27,97.7
26,10,13.53,5.19,1009.86,95.62
26,11,30.48,0.42,1022.26,32.78
26,12,27.89,22.19,951.21,85.18
26,13,29.86,34.47,976.37,39.51
26,14,20.42,14.16,992.02,99.1
26,15,11.09,16.33,993.05,40.96
26,16,4.35,24.68,1047.72,63.5
26,17,28.45,15.32,962.82,98.89
26,18,28.81,28.55,1029.73,53.09
26,19,18.29,26.08,976.9,58.99
26,20,38.19,7.93,1046.96,84.51
26,21,34.77,19.21,963.83,82.87
26,22,32.98,13.4,968.41,46.69
26,23,23.06,9.03,985.98,63.68
26,24,35.66,26.34,957.12,68.23
26,25,22.7,22.62,990.49,58.71
26,26,23.25,33.26,959.48,57.92
26,27,16.21,25.86,1035.68,90.65
26,28,35.14,20.25,984.07,83.98
26,29,3.64,36.08,981.57,55.63
26,30,12.23,35.85,1006.8,35.12
26,31,34.45,23.64,976.47,81.97
26,32,1.97,12.38,994.65,94.46
26,33,29.04,31.73,1018.17,89.08
26,34,39.98,38.32,985.21,77.84
26,35,1.87,19.59,998.77,36.33
26,36,23.63,38.65,962.33,43.39
26,37,29.28,17.93,968.78,70.72
26,38,19.27,6.48,996.51,43.01
26,39,29.29,17.82,986.5,34.81
26,40,19.89,3.34,990.01,59.73
26,41,27.48,3.63,1045.64,79.07
26,42,18.31,18.36,1039.78,74.86
26,43,6.69,31.38,1035.54,33.1
26,44,31.33,20.97,998.57,97.96
26,45,11.33,13.49,1034.68,93.57
26,46,36.16,25.85,965.92,68.76
26,47,37.5,32.77,986.62,47.06
26,48,4.97,21.8,1011.82,55.81
26,49,25.75,12.52,1014.18,66.66
26,50,27.43,6.52,967.8,69.59
26,51,35.45,21.08,955.2,94.65
26,52,34.03,27.21,950.14,53.49
26,53,19.03,36.98,975.65,88.72
26,54,12.83,36.92,1023.87,85.5
26,55,34.35,32.8,1033.25,99.55
26,56,27.35,7.01,951.04,73.14
26,57,11.1,24.84,1005.58,93.02
26,58,39.82,13.52,1018.21,58.44
26,59,9.93,5.86,961.17,60.29
26,60,20.73,7.99,998.33,48.13
26,61,38.61,0.25,998.09,40.37
26,62,18.54,21.78,1013.32,95.48
26,63,14.83,29.41,990.17,53.57
26,64,28.95,26.85,975.23,74.38
26,65,25.49,13.16,1031.69,34.4
26,66,18.95,19.28,980.88,81.2
26,67,16.21,38.17,1018.29,39.93
26,68,34.53,7.88,1016.28,83.52
26,69,14.69,6.47,965.95,51.01
26,70,22.41,12.42,1046.57,74.9
27,1,4.12,1.19,971.66,44.07
27,2,33.45,7.14,1043.49,34.32
27,3,32.15,5.55,971.81,68.23
27,4,25.07,37.71,1028.56,98.56
27,5,6.88,29.45,1028.25,68.49
27,6,38.37,30.41,1048.27,99.26
27,7,32.7,20.98,1042.8,74.05
27,8,24.96,4.97,1047.36,49.22
27,9,23.59,27.29,1006.71,85.09
27,10,12.75,38.41,967.87,82.74
27,11,0.3,14.55,1013.55,63.54
27,12,36.67,16.89,965.3,75.47
27,13,14.51,23.34,950.58,71.34
27,14,25.46,35.09,959.49,83.44
27,15,5.49,31.5,962.08,52.63
27,16,4.43,6.66,978.64,43.14
27,17,19.23,4.39,1013.0,43.86
27,18,30.17,12.54,1044.35,44.23
27,19,0.69,24.3,1036.14,35.88
27,20,24.83,28.31,1038.23,90.91
27,21,7.07,4.99,956.73,31.84
27,22,7.02,5.2,970.92,31.92
27,23,36.51,4.29,1005.78,41.64
27,24,16.14,8.94,959.76,97.26
27,25,16.06,29.95,1048.06,69.41
27,26,9.08,7.33,1011.85,91.21
27,27,8.21,13.98,979.81,87.68
27,28,31.66,29.12,1039.56,48.8
27,29,26.7,0.72,965.57,83.88
27,30,23.08,23.05,954.44,96.34
27,31,6.7,28.01,1039.97,36.11
27,32,1.88,7.85,969.46,37.63
27,33,8.25,13.45,955.97,33.84
27,34,9.07,25.13,964.22,99.78
27,35,30.4,21.31,954.61,92.18
27,36,17.67,20.88,966.18,76.16
27,37,27.35,12.27,992.58,58.32
27,38,24.45,31.25,987.02,88.14
27,39,34.35,35.08,994.19,44.11
27,40,13.2,38.63,989.98,45.28
27,41,26.84,35.23,1021.97,71.05
27,42,17.69,3.67,979.07,74.23
27,43,0.61,25.96,995.15,56.12
27,44,25.66,18.97,1001.12,56.75
27,45,3.41,24.55,954.48,90.04
27,46,18.58,5.31,953.95,41.37
27,47,23.23,12.41,970.88,69.22
27,48,18.58,25.38,968.91,48.79
27,49,17.4,20.7,1030.93,93.34
27,50,19.32,11.24,1048.15,69.4
27,51,35.09,36.15,1018.45,95.18
27,52,4.02,22.09,971.41,73.16
27,53,29.87,21.56,1010.87,78.26
27,54,16.62,8.55,1010.04,65.65
27,55,36.1,4.56,963.61,54.61
27,56,37.91,0.02,1043.97,50.23
27,57,10.09,30.86,979.65,52.12
27,58,9.85,21.41,1046.17,71.69
27,59,7.32,24.98,969.13,44.58
27,60,15.2,7.66,958.06,80.95
27,61,21.09,14.09,955.92,51.64
27,62,10.28,2.73,1042.49,98.43
27,63,5.8,10.01,1038.34,59.54
27,64,28.67,20.94,1023.73,82.73
27,65,33.26,24.36,1039.0,48.61
27,66,17.49,27.29,1038.14,96.1
27,67,28.92,25.02,1029.54,46.92
27,68,27.87,9.09,1040.77,97.52
27,69,33.66,2.41,1041.35,52.32
27,70,31.33,3.55,994.52,34.56
28,1,6.98,22.56,958.09,80.09
28,2,26.81,35.44,1041.52,78.6
28,3,15.43,32.88,992.03,36.08
28,4,7.45,6.35,975.8,49.71
28,5,15.58,14.5,951.67,89.21
28,6,31.89,27.5,1027.23,93.14
28,7,37.59,22.6,973.7,49.36
28,8,14.78,0.08,969.12,43.11
28,9,28.69,18.06,1037.81,37.07
28,10,24.75,16.09,986.36,67.75
28,11,27.53,33.45,1008.65,88.04
28,12,22.14,20.25,953.97,38.21
28,13,31.63,9.72,1042.62,35.66
28,14,5.93,14.02,1019.19,39.26
28,15,17.45,23.53,979.63,51.67
28,16,0.87,12.05,961.88,34.0
28,17,16.38,16.94,1034.72,32.22
28,18,39.58,1.41,1011.81,75.25
28,19,14.21,35.04,980.8,67.12
28,20,23.05,21.69,1047.51,79.68
28,21,12.27,3.21,1020.49,41.37
28,22,24.52,21.54,971.38,64.56
28,23,24.1,22.9,1028.33,65.45
28,24,29.01,10.86,973.9,75.55
28,25,31.95,7.43,1013.42,98.87
28,26,13.97,18.06,1024.25,85.02
28,27,12.05,3.82,977.17,30.41
28,28,36.3,8.5,955.61,33.41
28,29,25.38,5.82,992.94,71.86
28,30,27.85,3.66,965.4,84.57
28,31,22.96,26.88,1007.1,34.27
28,32,12.14,23.08,974.33,88.53
28,33,1.58,22.57,974.04,48.76
28,34,37.54,4.27,997.4,79.92
28,35,17.61,28.32,991.98,80.6
28,36,13.88,39.51,1010.97,60.65
28,37,2.72,17.87,1002.33,49.86
28,38,35.96,34.73,967.38,61.52
28,39,14.08,39.35,976.85,84.04
28,40,31.58,7.9,1015.08,91.66
28,41,21.74,32.55,1032.84,70.74
28,42,26.6,14.08,983.49,51.69
28,43,18.12,38.3,1011.42,83.18
28,44,25.25,27.57,1014.66,60.64
28,45,20.28,15.26,1037.24,85.8
28,46,17.44,24.89,984.22,59.24
28,47,5.37,21.0,1004.17,58.62
28,48,24.87,36.77,1035.19,36.63
28,49,0.5,18.54,1004.42,33.01
28,50,1.8,38.39,1016.11,75.59
28,51,7.28,28.35,1002.23,31.02
28,52,6.65,22.0,999.58,72.54
28,53,19.03,16.29,1033.59,38.24
28,54,24.61,20.43,1024.26,88.73
28,55,30.51,29.46,1016.37,56.82
28,56,38.4,16.3,993.61,70.9
28,57,22.1,16.62,987.89,93.8
28,58,6.31,16.35,998.76,63.85
28,59,17.44,31.0,1015.03,68.42
28,60,39.91,37.37,1026.0,49.77
28,61,22.55,12.1,988.71,75.88
28,62,26.21,21.05,1030.23,70.94
28,63,14.72,5.3,1023.56,84.58
28,64,8.19,16.23,962.62,80.03
28,65,34.35,5.96,1022.57,54.38
28,66,25.0,25.25,1010.45,83.25
28,67,2.85,10.63,1012.91,42.61
28,68,26.5,22.28,970.36,40.78
28,69,34.71,26.61,979.41,40.72
28,70,24.96,23.62,1019.46,57.87
29,1,28.84,37.83,1006.88,46.7
29,2,8.69,4.87,1037.51,68.57
29,3,23.77,36.1,1008.71,51.26
29,4,34.65,35.22,990.07,91.51
29,5,11.41,16.72,1004.57,74.99
29,6,35.04,8.0,996.59,30.16
29,7,39.57,12.24,953.33,99.51
29,8,22.28,16.64,1000.59,37.54
29,9,37.69,28.19,1016.08,84.79
29,10,39.59,31.94,973.1,58.08
29,11,18.56,4.54,1041.52,49.16
29,12,37.34,15.03,965.52,94.02
29,13,27.72,31.3,1027.34,85.84
29,14,24.73,30.58,999.5,40.06
29,15,11.41,7.89,997.12,64.07
29,16,37.91,1.08,1004.02,40.29
29,17,18.03,13.16,956.35,84.72
29,18,30.65,19.85,1037.38,62.78
29,19,31.12,26.06,978.73,70.88
29,20,33.7,7.77,1027.83,51.0
29,21,34.74,19.47,1022.38,44.91
29,22,7.28,21.19,1006.27,81.51
29,23,27.87,24.53,1013.48,83.97
29,24,33.59,22.12,1008.21,70.43
29,25,20.9,37.47,988.62,32.48
29,26,22.71,4.29,993.36,73.22
29,27,19.02,35.67,1048.26,41.03
29,28,16.72,2.66,982.61,44.17
29,29,4.42,20.12,983.16,65.49
29,30,30.79,2.58,988.21,80.61
29,31,20.5,27.26,981.86,75.97
29,32,9.0,33.07,950.72,80.98
29,33,3.08,27.3,979.85,49.58
29,34,11.74,1.38,975.89,91.11
29,35,19.43,31.2,1029.9,49.4
29,36,7.31,34.81,998.59,92.26
29,37,6.1,9.38,1039.48,95.86
29,38,22.9,36.16,1034.63,75.46
29,39,30.42,7.59,976.5,57.81
29,40,13.62,5.56,1024.74,56.91
29,41,33.02,25.49,961.13,96.94
29,42,32.58,17.02,988.91,35.86
29,43,17.56,3.31,1010.69,99.87
29,44,16.18,10.47,1041.1,45.68
29,45,27.59,34.65,1009.96,40.12
29,46,34.6,33.46,965.5,35.48
29,47,9.37,26.82,1008.65,60.69
29,48,35.9,21.21,1044.15,83.65
29,49,23.22,13.49,1036.08,99.67
29,50,11.91,15.0,1034.05,73.5
29,51,35.64,8.73,1030.86,91.69
29,52,6.38,38.81,1029.92,53.31
29,53,26.8,7.08,972.09,42.21
29,54,31.99,0.75,962.89,45.28
29,55,30.37,17.98,952.73,68.59
29,56,38.01,35.41,1012.49,68.3
29,57,9.92,21.74,980.55,67.85
29,58,39.39,39.61,1020.2,46.13
29,59,20.52,12.38,1043.27,77.86
29,60,39.86,26.23,980.26,70.16
29,61,22.2,10.6,1025.42,57.38
29,62,17.25,16.34,1033.0,54.64
29,63,13.51,39.01,1024.33,77.35
29,64,4.65,8.62,954.77,48.86
29,65,1.97,36.5,1042.44,43.4
29,66,3.6,30.32,999.13,99.21
29,67,39.9,21.89,970.36,94.8
29,68,24.51,28.58,964.55,70.6
29,69,22.25,14.55,1000.04,97.56
29,70,33.09,37.86,1016.98,39.33
30,1,34.34,37.94,1042.82,46.08
30,2,15.5,19.53,1033.59,69.88
30,3,10.85,22.93,953.3,54.96
30,4,21.01,20.21,972.73,46.82
30,5,13.27,19.41,958.1,55.98
30,6,23.38,0.31,981.52,73.09
30,7,32.07,15.69,1036.28,66.31
30,8,3.49,16.21,962.59,38.85
30,9,31.01,5.21,977.23,40.45
30,10,23.35,39.57,1011.75,77.34
