Meter,Distance (km),Turning Radius (m),Average Speed (km/h)
3804,3.804,12.045040020518472,180.0
3805,3.805,7.656501511896989,180.0
3806,3.806,10.121055994506884,180.0
3807,3.807,12.746571910141668,180.0
3808,3.808,9.186732958786521,180.0
3809,3.809,5.900319380455504,180.0
3810,3.81,6.608762849306988,180.0
3811,3.811,13.683722976902871,180.0
3812,3.812,13.318323546871069,180.0
3813,3.813,7.9239157481826155,180.0
3814,3.814,6.011483575732863,180.0
3815,3.815,14.742527259420429,180.0
3816,3.816,9.364998146678666,180.0
3817,3.817,10.939329176192224,180.0
3818,3.818,6.918625511121668,180.0
3819,3.819,14.228640072913763,180.0
3820,3.82,9.676673163806555,180.0
3821,3.821,9.548491806294354,180.0
3822,3.822,13.93936370153698,180.0
3823,3.823,12.735380390193503,180.0
3824,3.824,7.558924378137492,180.0
3825,3.825,8.737995192124469,180.0
3826,3.826,13.146391184874387,180.0
3827,3.827,8.528557373493467,180.0
3828,3.828,12.277686607042295,180.0
3829,3.829,6.569420153804732,180.0
3830,3.83,11.237563843842157,180.0
3831,3.831,5.829942483081401,180.0
3832,3.832,8.59241885812532,180.0
3833,3.833,5.262885196126451,180.0
3834,3.834,13.20757743506751,180.0
3835,3.835,10.149667534299931,180.0
3836,3.836,5.142412546715899,180.0
3837,3.837,5.347966883597351,180.0
3838,3.838,8.812691751603511,180.0
3839,3.839,13.402661919325352,180.0
3840,3.84,11.8844423228214,180.0
3841,3.841,6.730970137763894,180.0
3842,3.842,8.810888256434563,180.0
3843,3.843,9.538141528803546,180.0
3844,3.844,9.814766743663919,180.0
3845,3.845,12.986871268016746,180.0
3846,3.846,9.845039589443244,180.0
3847,3.847,10.908883594890298,180.0
3848,3.848,6.559365020029572,180.0
3849,3.849,8.463771197241194,180.0
3850,3.85,10.005375205228486,180.0
3851,3.851,14.191641700234209,180.0
3852,3.852,14.511141214440679,180.0
3853,3.853,12.088796358788603,180.0
3854,3.854,13.661277066431891,180.0
3855,3.855,10.86091425254487,180.0
3856,3.856,9.77212254491895,180.0
3857,3.857,9.77013121578227,180.0
3858,3.858,10.327075453405318,180.0
3859,3.859,5.518743264245403,180.0
3860,3.86,5.959055589266734,180.0
3861,3.861,14.300655135911422,180.0
3862,3.862,13.941962761691105,180.0
3863,3.863,6.673112940129763,180.0
3864,3.864,7.645984101071361,180.0
3865,3.865,8.095673063865828,180.0
3866,3.866,5.59627991197175,180.0
3867,3.867,14.416304118584563,180.0
3868,3.868,9.673845618362524,180.0
3869,3.869,10.621014551231214,180.0
3870,3.87,8.648592018188957,180.0
3871,3.871,6.236547644334733,180.0
3872,3.872,5.152108996518661,180.0
3873,3.873,5.605816322879118,180.0
3874,3.874,6.6984711605655125,180.0
3875,3.875,5.072370436892433,180.0
3876,3.876,13.222571463201975,180.0
3877,3.877,11.517722333699844,180.0
3878,3.878,13.689400554632595,180.0
3879,3.879,13.528418203622486,180.0
3880,3.88,12.872273950438753,180.0
3881,3.881,12.363900643681163,180.0
3882,3.882,8.327361817194076,180.0
3883,3.883,6.364937837818433,180.0
3884,3.884,13.922479676509807,180.0
3885,3.885,7.064204602367548,180.0
3886,3.886,10.507664520721185,180.0
3887,3.887,9.365731512958067,180.0
3888,3.888,14.935239989241568,180.0
3889,3.889,11.41665237761391,180.0
3890,3.89,8.016268431874591,180.0
3891,3.891,7.390247231551669,180.0
3892,3.892,6.543645814588997,180.0
3893,3.893,14.572997992847402,180.0
3894,3.894,8.913742007460039,180.0
3895,3.895,13.671655500068399,180.0
3896,3.896,10.602543182164881,180.0
3897,3.897,10.310364036375214,180.0
3898,3.898,7.265795099452363,180.0
3899,3.899,12.788692194706094,180.0
3900,3.9,13.655437151831501,180.0
3901,3.901,10.324732550846731,180.0
3902,3.902,7.555923640904637,180.0
3903,3.903,6.946276523677202,180.0
3904,3.904,9.61225664921146,180.0
3905,3.905,7.231691961025323,180.0
3906,3.906,8.008372715372346,180.0
3907,3.907,6.856188590875732,180.0
3908,3.908,12.40101289962675,180.0
3909,3.909,7.621843764106063,180.0
3910,3.91,6.680900808876318,180.0
3911,3.911,7.080541952919537,180.0
3912,3.912,14.71093977870719,180.0
3913,3.913,9.840394833200467,180.0
3914,3.914,11.811494957282122,180.0
3915,3.915,6.1804449844582345,180.0
3916,3.916,10.894983704956319,180.0
3917,3.917,9.642926612730605,180.0
3918,3.918,14.982638736531989,180.0
3919,3.919,6.778275033238824,180.0
3920,3.92,9.978873183226273,180.0
3921,3.921,5.8161215571341955,180.0
3922,3.922,11.942115482495492,180.0
3923,3.923,9.609896636791532,180.0
3924,3.924,8.259432607550028,180.0
3925,3.925,13.75938864331103,180.0
3926,3.926,14.896671881698692,180.0
3927,3.927,12.04967423429785,180.0
3928,3.928,10.39995737237091,180.0
3929,3.929,8.074262370041074,180.0
3930,3.93,10.49967975707514,180.0
3931,3.931,13.273651719881824,180.0
3932,3.932,14.919068992691011,180.0
3933,3.933,8.433964387460342,180.0
3934,3.934,9.795441476012725,180.0
3935,3.935,8.047933777626074,180.0
3936,3.936,8.828951826801035,180.0
3937,3.937,5.965877170194691,180.0
3938,3.938,9.825485619560055,180.0
3939,3.939,14.04760836286185,180.0
3940,3.94,5.126683574915755,180.0
3941,3.941,8.991656058353998,180.0
3942,3.942,11.19602083471707,180.0
3943,3.943,6.949826229766616,180.0
3944,3.944,10.11996616400199,180.0
3945,3.945,5.021828148832262,180.0
3946,3.946,6.073078717543064,180.0
3947,3.947,9.8472153207241,180.0
3948,3.948,10.432263999054186,180.0
3949,3.949,10.461936720459125,180.0
3950,3.95,9.832197389682015,180.0
3951,3.951,6.2442902183807325,180.0
3952,3.952,12.3938733963918,180.0
3953,3.953,9.472947254757747,180.0
3954,3.954,8.023244210743414,180.0
3955,3.955,9.940507733826909,180.0
3956,3.956,7.52378335437618,180.0
3957,3.957,12.095195206089851,180.0
3958,3.958,12.405299931497451,180.0
3959,3.959,5.402644488530117,180.0
3960,3.96,9.766500340636,180.0
3961,3.961,5.928020282172845,180.0
3962,3.962,7.069785444162944,180.0
3963,3.963,14.968461055559676,180.0
3964,3.964,9.5394946855888,180.0
3965,3.965,9.434053887597237,180.0
3966,3.966,12.004256284542059,180.0
3967,3.967,5.901242585094685,180.0
3968,3.968,9.581946091562154,180.0
3969,3.969,12.38293254751379,180.0
3970,3.97,9.681474661038525,180.0
3971,3.971,8.645369992662374,180.0
3972,3.972,5.5462315640913875,180.0
3973,3.973,14.003918064036611,180.0
3974,3.974,6.096924549618015,180.0
3975,3.975,7.658071026759502,180.0
3976,3.976,6.186753605028517,180.0
3977,3.977,10.070792359073113,180.0
3978,3.978,12.51156965476419,180.0
3979,3.979,10.921517095748765,180.0
3980,3.98,12.427154856421748,180.0
3981,3.981,7.911506976823214,180.0
3982,3.982,5.929060447252869,180.0
3983,3.983,6.169128748343367,180.0
3984,3.984,14.085209167516265,180.0
3985,3.985,9.215286243401575,180.0
3986,3.986,11.757977211955378,180.0
3987,3.987,6.404407869748798,180.0
3988,3.988,13.522410513551769,180.0
3989,3.989,10.061779004325544,180.0
3990,3.99,9.225367814211957,180.0
3991,3.991,5.835784131144184,180.0
3992,3.992,8.491851265371128,180.0
3993,3.993,13.87072940334616,180.0
3994,3.994,9.874912663384718,180.0
3995,3.995,5.770042757245001,180.0
3996,3.996,12.538214396973368,180.0
3997,3.997,10.275286410972457,180.0
3998,3.998,13.214717786611299,180.0
3999,3.999,13.511109950899838,180.0
4000,4.0,9.12096858843756,170.0
4001,4.001,14.356101118532933,170.0
4002,4.002,11.054021924318906,170.0
4003,4.003,7.0199425141344385,170.0
4004,4.004,11.282249452682684,170.0
4005,4.005,14.634472279532812,170.0
4006,4.006,14.79472617801859,170.0
4007,4.007,7.350298906119658,170.0
4008,4.008,7.815844126527734,170.0
4009,4.009,10.761058090845637,170.0
4010,4.01,6.930356075374386,170.0
4011,4.011,8.44476821305162,170.0
4012,4.012,14.728828961197328,170.0
4013,4.013,6.983560328772517,170.0
4014,4.014,5.338752616665806,170.0
4015,4.015,8.4629150124846,170.0
4016,4.016,5.915641122609019,170.0
4017,4.017,6.187599490882021,170.0
4018,4.018,13.918640113589442,170.0
4019,4.019,7.098505021420212,170.0
4020,4.02,13.320278947690646,170.0
4021,4.021,6.310859212467287,170.0
4022,4.022,5.993574043012872,170.0
4023,4.023,7.483063474910175,170.0
4024,4.024,9.223930398319972,170.0
4025,4.025,5.603893054074885,170.0
4026,4.026,12.706187736801706,170.0
4027,4.027,5.839096843525998,170.0
4028,4.028,9.454827735064665,170.0
4029,4.029,8.234587355659944,170.0
4030,4.03,7.285954087990834,170.0
4031,4.031,5.1013408314547775,170.0
4032,4.032,13.350398345179258,170.0
4033,4.033,12.313205546141711,170.0
4034,4.034,11.633473357800238,170.0
4035,4.035,7.524166102146156,170.0
4036,4.036,11.921162708181289,170.0
4037,4.037,5.797543427893377,170.0
4038,4.038,10.826096499058657,170.0
4039,4.039,9.153177124653835,170.0
4040,4.04,11.155409800907528,170.0
4041,4.041,7.508834038907287,170.0
4042,4.042,7.458657372511574,170.0
4043,4.043,10.904024867371579,170.0
4044,4.044,6.761713025461299,170.0
4045,4.045,7.3780322885839595,170.0
4046,4.046,13.754310305123427,170.0
4047,4.047,14.335021180259853,170.0
4048,4.048,9.6232847959911,170.0
4049,4.049,5.714133184481527,170.0
4050,4.05,11.437829172208664,170.0
4051,4.051,8.034045101360652,170.0
4052,4.052,8.083247366390594,170.0
4053,4.053,6.1627542830179385,170.0
4054,4.054,7.8972020213777405,170.0
4055,4.055,6.091394557735975,170.0
4056,4.056,6.165494940914744,170.0
4057,4.057,12.362269165329678,170.0
4058,4.058,13.493784005728276,170.0
4059,4.059,13.366851637039028,170.0
4060,4.06,5.640393373185449,170.0
4061,4.061,10.294446872576168,170.0
4062,4.062,10.620773485450778,170.0
4063,4.063,6.2471305533398835,170.0
4064,4.064,11.439677464265808,170.0
4065,4.065,7.746528933628406,170.0
4066,4.066,10.627278828996992,170.0
4067,4.067,5.70089487433305,170.0
4068,4.068,9.951910887565353,170.0
4069,4.069,5.855399378354697,170.0
4070,4.07,9.074593571076052,170.0
4071,4.071,11.594856879026548,170.0
4072,4.072,10.68055662715903,170.0
4073,4.073,5.683965274049516,170.0
4074,4.074,13.254870515094881,170.0
4075,4.075,13.146699779714135,170.0
4076,4.076,7.939464771773894,170.0
4077,4.077,7.031313722060176,170.0
4078,4.078,5.883310319824046,170.0
4079,4.079,14.615149003072057,170.0
4080,4.08,7.523168274967369,170.0
4081,4.081,8.487150538575147,170.0
4082,4.082,6.288063330124912,170.0
4083,4.083,5.686584731035684,170.0
4084,4.084,13.799389171579756,170.0
4085,4.085,8.689383070058694,170.0
4086,4.086,11.467101860089482,170.0
4087,4.087,10.22559185543687,170.0
4088,4.088,8.365410106976848,170.0
4089,4.089,12.517402556842525,170.0
4090,4.09,10.197152342636763,170.0
4091,4.091,6.29803141036421,170.0
4092,4.092,6.739579531810964,170.0
4093,4.093,6.156090564138833,170.0
4094,4.094,14.018410129335845,170.0
4095,4.095,5.484455673226581,170.0
4096,4.096,14.77502553575018,170.0
4097,4.097,11.8287282733946,170.0
4098,4.098,14.69348770523307,170.0
4099,4.099,9.923028081886867,170.0
4100,4.1,11.841867174095881,170.0
4101,4.101,8.212518119249662,170.0
4102,4.102,5.173518138147912,170.0
4103,4.103,11.791278906208817,170.0
4104,4.104,5.768431455637449,170.0
4105,4.105,8.105874961330791,170.0
4106,4.106,14.902616357957028,170.0
4107,4.107,8.631134450686684,170.0
4108,4.108,11.41531164012871,170.0
4109,4.109,14.868451483501143,170.0
4110,4.11,5.183019413946464,170.0
4111,4.111,12.410870766836531,170.0
4112,4.112,8.65361492747055,170.0
4113,4.113,8.276940676418857,170.0
4114,4.114,7.384351110906298,170.0
4115,4.115,12.664779809406882,170.0
4116,4.116,10.699824413668747,170.0
4117,4.117,8.283030192527635,170.0
4118,4.118,14.06395433654849,170.0
4119,4.119,13.468755459196355,170.0
4120,4.12,5.165544100185758,170.0
4121,4.121,9.69157677939675,170.0
4122,4.122,10.599469269768099,170.0
4123,4.123,12.412826299692345,170.0
4124,4.124,5.164251599854358,170.0
4125,4.125,14.89404978176961,170.0
4126,4.126,6.017843552281125,170.0
4127,4.127,10.52710910646527,170.0
4128,4.128,11.018434401169925,170.0
4129,4.129,14.890465125231318,170.0
4130,4.13,9.150224822682214,170.0
4131,4.131,9.530853913976966,170.0
4132,4.132,10.613788013590863,170.0
4133,4.133,8.470714366618814,170.0
4134,4.134,11.57535611612625,170.0
4135,4.135,9.79152611691508,170.0
4136,4.136,7.191570107958846,170.0
4137,4.137,7.900624912699471,170.0
4138,4.138,8.091299974024384,170.0
4139,4.139,13.103164849340937,170.0
4140,4.14,11.956061317524236,170.0
4141,4.141,10.859514633080881,170.0
4142,4.142,6.992848196987234,170.0
4143,4.143,13.621115620035557,170.0
4144,4.144,8.53591998042816,170.0
4145,4.145,14.16125130572346,170.0
4146,4.146,6.61752792919787,170.0
4147,4.147,7.213190219651283,170.0
4148,4.148,13.406070692453865,170.0
4149,4.149,13.922947177005248,170.0
4150,4.15,8.674403422396733,170.0
4151,4.151,7.325466448018734,170.0
4152,4.152,11.119331006008608,170.0
4153,4.153,8.486206873706994,170.0
4154,4.154,14.398526208788953,170.0
4155,4.155,6.35904079017101,170.0
4156,4.156,10.41411338984126,170.0
4157,4.157,7.036385115700914,170.0
4158,4.158,11.297825275995061,170.0
4159,4.159,7.993833724790397,170.0
4160,4.16,5.543041654696661,170.0
4161,4.161,5.934245284830272,170.0
4162,4.162,6.920464546184783,170.0
4163,4.163,11.982352171424468,170.0
4164,4.164,7.484616808345487,170.0
4165,4.165,13.033581360121982,170.0
4166,4.166,5.142411040188037,170.0
4167,4.167,14.175254906126568,170.0
4168,4.168,6.794593971637272,170.0
4169,4.169,13.81038956683763,170.0
4170,4.17,6.041962051755333,170.0
4171,4.171,10.87380116482172,170.0
4172,4.172,6.347050215695269,170.0
4173,4.173,14.64148608211678,170.0
4174,4.174,7.23565511406084,170.0
4175,4.175,5.357311746569162,170.0
4176,4.176,7.4498979298663714,170.0
4177,4.177,6.741758199165289,170.0
4178,4.178,13.319258609949337,170.0
4179,4.179,6.347437306371441,170.0
4180,4.18,14.556928862047645,170.0
4181,4.181,10.886626801301986,170.0
4182,4.182,5.250190023374884,170.0
4183,4.183,8.959547849597147,170.0
4184,4.184,8.738251895823371,170.0
4185,4.185,10.688877958469671,170.0
4186,4.186,11.367807485583999,170.0
4187,4.187,13.459673163422407,170.0
4188,4.188,6.8862464910754255,170.0
4189,4.189,12.078444694901016,170.0
4190,4.19,10.525922266794938,170.0
4191,4.191,12.756725531488545,170.0
4192,4.192,13.58174803656777,170.0
4193,4.193,14.629337812917274,170.0
4194,4.194,9.263187715309513,170.0
4195,4.195,8.085407235017826,170.0
4196,4.196,5.169577371990751,170.0
4197,4.197,12.247876381229432,170.0
4198,4.198,11.393285443085144,170.0
4199,4.199,8.775214523640976,170.0
4200,4.2,10.744705715252518,170.0
4201,4.201,14.287463358509015,170.0
4202,4.202,9.873291129409246,170.0
4203,4.203,7.334491409586734,170.0
4204,4.204,7.675343642765904,170.0
4205,4.205,5.844368677272959,170.0
4206,4.206,5.406759043072342,170.0
4207,4.207,5.184103000288298,170.0
4208,4.208,13.760933384004959,170.0
4209,4.209,14.494814436361066,170.0
4210,4.21,7.531186206743915,170.0
4211,4.211,7.939822608708267,170.0
4212,4.212,12.917123142846602,170.0
4213,4.213,11.736605399461961,170.0
4214,4.214,9.327754197006497,170.0
4215,4.215,9.59881720862645,170.0
4216,4.216,14.198287148118302,170.0
4217,4.217,6.891650135062166,170.0
4218,4.218,6.855248687993731,170.0
4219,4.219,6.998645410689672,170.0
4220,4.22,10.676021807187297,170.0
4221,4.221,11.32505891839184,170.0
4222,4.222,6.662326222607284,170.0
4223,4.223,6.282793272056164,170.0
4224,4.224,10.091325795370668,170.0
4225,4.225,6.396915673606366,170.0
4226,4.226,13.278147772442102,170.0
4227,4.227,9.018323691505408,170.0
4228,4.228,14.339314900575657,170.0
4229,4.229,14.753619153313167,170.0
4230,4.23,12.646508615733953,170.0
4231,4.231,10.174656875144088,170.0
4232,4.232,11.77593018801063,170.0
4233,4.233,8.62618329690311,170.0
4234,4.234,7.118683106361972,170.0
4235,4.235,13.715923698788403,170.0
4236,4.236,5.172671038244792,170.0
4237,4.237,5.391921075826663,170.0
4238,4.238,11.087500025801852,170.0
4239,4.239,9.616120481479753,170.0
4240,4.24,6.1285110895636254,170.0
4241,4.241,6.784826654732241,170.0
4242,4.242,5.576480638022567,170.0
4243,4.243,14.841803157457273,170.0
4244,4.244,13.498640536282036,170.0
4245,4.245,13.397656035745397,170.0
4246,4.246,14.97657776586334,170.0
4247,4.247,10.886135022564813,170.0
4248,4.248,10.693688314339996,170.0
4249,4.249,6.647944200934603,170.0
4250,4.25,9.035065185759805,170.0
4251,4.251,9.508768327324013,170.0
4252,4.252,12.087160278851819,170.0
4253,4.253,13.273374273063528,170.0
4254,4.254,13.196304684034056,170.0
4255,4.255,14.551465729473248,170.0
4256,4.256,7.339891647222294,170.0
4257,4.257,13.81921401681204,170.0
4258,4.258,5.946643406807267,170.0
4259,4.259,14.551705106307587,170.0
4260,4.26,8.446617595313537,170.0
4261,4.261,7.331724568348034,170.0
4262,4.262,13.338318883457156,170.0
4263,4.263,11.902503448855668,170.0
4264,4.264,8.364212554254191,170.0
4265,4.265,12.117227591088195,170.0
4266,4.266,7.795689131478779,170.0
4267,4.267,7.608704456019204,170.0
4268,4.268,11.813005539388026,170.0
4269,4.269,11.067763431459099,170.0
4270,4.27,14.785068162605501,170.0
4271,4.271,6.501881734754395,170.0
4272,4.272,12.992607499750484,170.0
4273,4.273,7.930358120077349,170.0
4274,4.274,12.134188542123074,170.0
4275,4.275,12.110806916168006,170.0
4276,4.276,13.657036034358672,170.0
4277,4.277,9.705523911400501,170.0
4278,4.278,8.01487843341346,170.0
4279,4.279,14.290462114288802,170.0
4280,4.28,7.344064184034723,170.0
4281,4.281,12.670304503211918,170.0
4282,4.282,10.273570336019127,170.0
4283,4.283,13.326443398666367,170.0
4284,4.284,7.550302621619263,170.0
4285,4.285,14.643212044120485,170.0
4286,4.286,6.849919628797716,170.0
4287,4.287,8.603485306702165,170.0
4288,4.288,9.747048634457233,170.0
4289,4.289,14.369147604904382,170.0
4290,4.29,10.628572337562439,170.0
4291,4.291,10.983999087816551,170.0
4292,4.292,6.954199110909033,170.0
4293,4.293,10.58600270974664,170.0
4294,4.294,9.708170577126795,170.0
4295,4.295,5.088387140253532,170.0
4296,4.296,8.868630330518695,170.0
4297,4.297,7.193681086688341,170.0
4298,4.298,5.159037094233826,170.0
4299,4.299,9.271948241788454,170.0
4300,4.3,9.653020858703197,170.0
4301,4.301,13.78220318508233,170.0
4302,4.302,9.17471054723477,170.0
4303,4.303,6.233103907316765,170.0
4304,4.304,13.289730613578467,170.0
4305,4.305,13.899897062455082,170.0
4306,4.306,8.88831543198062,170.0
4307,4.307,5.9150485813363325,170.0
4308,4.308,6.698535568037052,170.0
4309,4.309,11.529722574024236,170.0
4310,4.31,13.825801571631366,170.0
4311,4.311,11.958974635139583,170.0
4312,4.312,6.622484906968744,170.0
4313,4.313,11.361902370619061,170.0
4314,4.314,14.556677149912527,170.0
4315,4.315,9.302696591263771,170.0
4316,4.316,8.609351691029433,170.0
4317,4.317,12.248689746439975,170.0
4318,4.318,7.671989475192081,170.0
4319,4.319,6.638432900774001,170.0
4320,4.32,13.517983410318845,170.0
4321,4.321,8.860042453038705,170.0
4322,4.322,5.072283880916638,170.0
4323,4.323,12.481188615986635,170.0
4324,4.324,6.325179788568455,170.0
4325,4.325,5.050694691893138,170.0
4326,4.326,11.128959307119409,170.0
4327,4.327,7.477658585431146,170.0
4328,4.328,6.258581581898516,170.0
4329,4.329,6.129590417792318,170.0
4330,4.33,5.843404051067397,170.0
4331,4.331,13.82052878726007,170.0
4332,4.332,14.921842560215632,170.0
4333,4.333,5.524451643085331,170.0
4334,4.334,5.633807248406413,170.0
4335,4.335,14.641895253514697,170.0
4336,4.336,12.274080622783671,170.0
4337,4.337,11.50408437164629,170.0
4338,4.338,10.574463266566386,170.0
4339,4.339,12.877644069129937,170.0
4340,4.34,8.603265594583823,170.0
4341,4.341,9.265691692440495,170.0
4342,4.342,13.155455062355879,170.0
4343,4.343,10.895880675818425,170.0
4344,4.344,10.740389788784848,170.0
4345,4.345,7.317604166947168,170.0
4346,4.346,6.115884805474106,170.0
4347,4.347,10.258859296163118,170.0
4348,4.348,9.377356025463314,170.0
4349,4.349,9.172137085885707,170.0
4350,4.35,9.933626479749341,170.0
4351,4.351,9.606697462431734,170.0
4352,4.352,7.610853562809377,170.0
4353,4.353,6.171699914922124,170.0
4354,4.354,10.551681122660682,170.0
4355,4.355,11.59361082726393,170.0
4356,4.356,10.36603824088865,170.0
4357,4.357,9.171930179244175,170.0
4358,4.358,7.77454292383997,170.0
4359,4.359,11.04620416098502,170.0
4360,4.36,12.567641788733226,170.0
4361,4.361,10.335463712637818,170.0
4362,4.362,12.11839341613059,170.0
4363,4.363,7.045501105138467,170.0
4364,4.364,12.607057557513196,170.0
4365,4.365,7.549835085535514,170.0
4366,4.366,6.554339942936211,170.0
4367,4.367,8.031123424489271,170.0
4368,4.368,5.4382972793845745,170.0
4369,4.369,7.199006308302113,170.0
4370,4.37,5.928888963529522,170.0
4371,4.371,11.535478578229284,170.0
4372,4.372,13.632452230069728,170.0
4373,4.373,10.01701007065539,170.0
4374,4.374,13.001614609844877,170.0
4375,4.375,11.333503612755308,170.0
4376,4.376,5.378153554894737,170.0
4377,4.377,14.96812212629688,170.0
4378,4.378,10.266236529718949,170.0
4379,4.379,6.516318195220217,170.0
4380,4.38,11.882875120451242,170.0
4381,4.381,10.46136831186837,170.0
4382,4.382,7.114757516036182,170.0
4383,4.383,5.333433919042532,170.0
4384,4.384,6.740371281920403,170.0
4385,4.385,12.213219258255897,170.0
4386,4.386,6.681085853345432,170.0
4387,4.387,8.856826604268083,170.0
4388,4.388,13.680862377859773,170.0
4389,4.389,12.240083919008356,170.0
4390,4.39,8.243791595790434,170.0
4391,4.391,11.96112921359394,170.0
4392,4.392,9.433625527477467,170.0
4393,4.393,5.704536556224711,170.0
4394,4.394,7.605141865110607,170.0
4395,4.395,8.346453102370406,170.0
4396,4.396,6.70515214142532,170.0
4397,4.397,14.238295232789405,170.0
4398,4.398,14.700060649256857,170.0
4399,4.399,10.972353541540485,170.0
4400,4.4,12.63643361901614,170.0
4401,4.401,9.711505953448375,170.0
4402,4.402,6.662540264406123,170.0
4403,4.403,10.336827029436426,170.0
4404,4.404,11.95649193695008,170.0
4405,4.405,5.4596787707415295,170.0
4406,4.406,9.478054563264752,170.0
4407,4.407,7.046215444663778,170.0
4408,4.408,8.886322383439813,170.0
4409,4.409,9.319178541319744,170.0
4410,4.41,6.311403315937581,170.0
4411,4.411,6.079880670243407,170.0
4412,4.412,11.435142510840974,170.0
4413,4.413,10.510648670356854,170.0
4414,4.414,5.542663745708679,170.0
4415,4.415,10.353726438990542,170.0
4416,4.416,13.974674624953312,170.0
4417,4.417,7.29197470086376,170.0
4418,4.418,8.541364302616874,170.0
4419,4.419,11.882075152967335,170.0
4420,4.42,6.7341096415003,170.0
4421,4.421,7.752017556497378,170.0
4422,4.422,14.808591082252061,170.0
4423,4.423,12.075157248040682,170.0
4424,4.424,11.375496012874956,170.0
4425,4.425,7.744356558208888,170.0
4426,4.426,5.464342619552404,170.0
4427,4.427,9.705238013173606,170.0
4428,4.428,6.316040754228094,170.0
4429,4.429,14.514769603029801,170.0
4430,4.43,12.338870867672757,170.0
4431,4.431,7.150789694265897,170.0
4432,4.432,6.138025758304602,170.0
4433,4.433,9.936215642746431,170.0
4434,4.434,8.05326721498773,170.0
4435,4.435,11.028415427676729,170.0
4436,4.436,5.233774883107961,170.0
4437,4.437,12.018156945994363,170.0
4438,4.438,5.34031287803315,170.0
4439,4.439,8.608246596344541,170.0
4440,4.44,9.256562259916066,170.0
4441,4.441,12.573979117326108,170.0
4442,4.442,13.35690717232631,170.0
4443,4.443,5.047736768261765,170.0
4444,4.444,13.357669906632601,170.0
4445,4.445,8.727003389690188,170.0
4446,4.446,6.363510484909494,170.0
4447,4.447,5.9551325574910745,170.0
4448,4.448,11.76631439243887,170.0
4449,4.449,7.058702891643635,170.0
4450,4.45,5.372365128805656,170.0
4451,4.451,7.154074847597437,170.0
4452,4.452,10.493992766320051,170.0
4453,4.453,6.190721746052738,170.0
4454,4.454,8.295243829289623,170.0
4455,4.455,13.62265892099429,170.0
4456,4.456,7.580004247508773,170.0
4457,4.457,9.826863750796235,170.0
4458,4.458,12.616285650099039,170.0
4459,4.459,8.459710344439728,170.0
4460,4.46,6.204455944635047,170.0
4461,4.461,10.307738508030468,170.0
4462,4.462,10.57694190811759,170.0
4463,4.463,14.057395873273968,170.0
4464,4.464,10.244727690330851,170.0
4465,4.465,10.692573063671022,170.0
4466,4.466,14.796524752019106,170.0
4467,4.467,8.986175183958169,170.0
4468,4.468,6.896429662341311,170.0
4469,4.469,10.942227572916236,170.0
4470,4.47,11.609942597767944,170.0
4471,4.471,7.0399981402431315,170.0
4472,4.472,12.13850245854009,170.0
4473,4.473,11.428951689139714,170.0
4474,4.474,14.418315521264955,170.0
4475,4.475,13.75864932629302,170.0
4476,4.476,13.070909954722563,170.0
4477,4.477,13.732938652250205,170.0
4478,4.478,9.174595321649672,170.0
4479,4.479,14.85852709699537,170.0
4480,4.48,13.206460776589187,170.0
4481,4.481,5.592555818203814,170.0
4482,4.482,12.145251857338927,170.0
4483,4.483,9.112993564003588,170.0
4484,4.484,9.543587006150021,170.0
4485,4.485,8.205755049272904,170.0
4486,4.486,7.546541537634308,170.0
4487,4.487,6.909712162737548,170.0
4488,4.488,8.918383556333158,170.0
4489,4.489,13.110722256065,170.0
4490,4.49,5.7970358071005945,170.0
4491,4.491,10.4186097365016,170.0
4492,4.492,12.360729775596903,170.0
4493,4.493,7.911952344315455,170.0
4494,4.494,13.055977154081685,170.0
4495,4.495,11.341592995290553,170.0
4496,4.496,8.733729394654226,170.0
4497,4.497,9.423044503910782,170.0
4498,4.498,9.083959049443067,170.0
4499,4.499,9.020839379168361,170.0
4500,4.5,5.914505665965928,170.0
4501,4.501,13.267668148296698,170.0
4502,4.502,8.665079214501393,170.0
4503,4.503,5.681016632142701,170.0
4504,4.504,7.19471485469319,170.0
4505,4.505,6.468295071134857,170.0
4506,4.506,11.655689076626834,170.0
4507,4.507,6.940205147836077,170.0
4508,4.508,6.305816106223051,170.0
4509,4.509,6.610023933496657,170.0
4510,4.51,11.89371971157637,170.0
4511,4.511,6.685003993389941,170.0
4512,4.512,8.833488472288995,170.0
4513,4.513,11.000103077603908,170.0
4514,4.514,6.3273232383457785,170.0
4515,4.515,5.200466361433134,170.0
4516,4.516,8.426086952057796,170.0
4517,4.517,13.903649173343082,170.0
4518,4.518,10.366032448151778,170.0
4519,4.519,11.585513709839272,170.0
4520,4.52,10.902893709965106,170.0
4521,4.521,6.688421130448875,170.0
4522,4.522,14.024211492846502,170.0
4523,4.523,5.433756076002538,170.0
4524,4.524,9.027266761278025,170.0
4525,4.525,5.371231860582522,170.0
4526,4.526,12.709480007565176,170.0
4527,4.527,5.502577610914155,170.0
4528,4.528,10.284875540574522,170.0
4529,4.529,6.29013424653369,170.0
4530,4.53,5.695831420301481,170.0
4531,4.531,8.33709212537046,170.0
4532,4.532,11.932018926969288,170.0
4533,4.533,11.784346088070876,170.0
4534,4.534,13.467084366662492,170.0
4535,4.535,10.237314879538417,170.0
4536,4.536,8.517665588007965,170.0
4537,4.537,14.290448974005859,170.0
